Country,ISO_Code,Level,GDLCODE,Region,"1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"Benin","BEN","Subnat","BENr102","Atlantique (incl Littoral (Cotonou))",,,,,,71.3,,,,,64.0,,,,,65.9,,,,,45.4,,,,,,,56.6
"Benin","BEN","Subnat","BENr103","Borgou (incl Alibori)",,,,,,93.9,,,,,94.2,,,,,89.1,,,,,84.6,,,,,,,85.9
"Benin","BEN","Subnat","BENr104","Mono (incl Couffo)",,,,,,95.6,,,,,96.5,,,,,93.4,,,,,89.0,,,,,,,87.4
"Benin","BEN","Subnat","BENr105","Queme (incl Plateau)",,,,,,93.0,,,,,87.5,,,,,79.5,,,,,75.6,,,,,,,75.3
"Benin","BEN","Subnat","BENr106","Zou (incl Collines)",,,,,,94.1,,,,,95.6,,,,,91.8,,,,,85.2,,,,,,,80.6
"Bhutan","BTN","Subnat","BTNr101","Bumthang",,,,,,,,,,,,,,,,,,,,30.2,,,,,,,,
"Bhutan","BTN","Subnat","BTNr102","Chukha",,,,,,,,,,,,,,,,,,,,31.1,,,,,,,,
"Bhutan","BTN","Subnat","BTNr103","Dagana",,,,,,,,,,,,,,,,,,,,71.8,,,,,,,,
"Bhutan","BTN","Subnat","BTNr104","Gasa",,,,,,,,,,,,,,,,,,,,72.7,,,,,,,,
"Bhutan","BTN","Subnat","BTNr105","Haa",,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,
"Bhutan","BTN","Subnat","BTNr106","Lhuntse",,,,,,,,,,,,,,,,,,,,65.5,,,,,,,,
"Bhutan","BTN","Subnat","BTNr107","Mongar",,,,,,,,,,,,,,,,,,,,63.5,,,,,,,,
"Bhutan","BTN","Subnat","BTNr108","Paro",,,,,,,,,,,,,,,,,,,,13.4,,,,,,,,
"Bhutan","BTN","Subnat","BTNr109","Pemagatshel",,,,,,,,,,,,,,,,,,,,67.5,,,,,,,,
"Bhutan","BTN","Subnat","BTNr110","Punakha",,,,,,,,,,,,,,,,,,,,33.1,,,,,,,,
